date,code,sec_name
2025-09-24,601995.SH,中金公司
2025-09-24,002371.SZ,北方华创
2025-09-24,601006.SH,大秦铁路
2025-09-24,600570.SH,恒生电子
2025-09-25,601018.SH,宁波港
2025-09-25,601995.SH,中金公司
2025-09-25,002371.SZ,北方华创
2025-09-25,002252.SZ,上海莱士
2025-09-25,600031.SH,三一重工
2025-09-26,600031.SH,三一重工
2025-09-26,601018.SH,宁波港
2025-09-26,002371.SZ,北方华创
2025-09-26,002916.SZ,深南电路
2025-09-26,300999.SZ,金龙鱼
2025-09-29,300418.SZ,昆仑万维
2025-09-29,600760.SH,中航沈飞
2025-09-29,002371.SZ,北方华创
2025-09-29,601872.SH,招商轮船
2025-09-29,600188.SH,兖矿能源
2025-09-30,300418.SZ,昆仑万维
2025-09-30,600600.SH,青岛啤酒
2025-09-30,603501.SH,豪威集团
2025-09-30,688396.SH,华润微
2025-09-30,601898.SH,中煤能源
2025-10-09,000786.SZ,北新建材
2025-10-09,300418.SZ,昆仑万维
2025-10-09,600600.SH,青岛啤酒
2025-10-09,603501.SH,豪威集团
2025-10-09,601898.SH,中煤能源
2025-10-10,600803.SH,新奥股份
2025-10-10,688981.SH,中芯国际
2025-10-10,600176.SH,中国巨石
2025-10-10,603501.SH,豪威集团
2025-10-10,600031.SH,三一重工
2025-10-13,300015.SZ,爱尔眼科
2025-10-13,600115.SH,中国东航
2025-10-13,600031.SH,三一重工
2025-10-13,000876.SZ,新希望
2025-10-13,688047.SH,龙芯中科
2025-10-14,601838.SH,成都银行
2025-10-14,600438.SH,通威股份
2025-10-14,688506.SH,百利天恒
2025-10-14,600018.SH,上港集团
2025-10-14,600031.SH,三一重工
2025-10-15,601838.SH,成都银行
2025-10-15,688506.SH,百利天恒
2025-10-15,600741.SH,华域汽车
2025-10-15,600031.SH,三一重工
2025-10-15,601868.SH,中国能建
2025-10-16,603288.SH,海天味业
2025-10-16,688041.SH,海光信息
2025-10-16,002709.SZ,天赐材料
2025-10-16,601868.SH,中国能建
2025-10-16,600039.SH,四川路桥
2025-10-17,688041.SH,海光信息
2025-10-17,603288.SH,海天味业
2025-10-17,000792.SZ,盐湖股份
2025-10-17,000977.SZ,浪潮信息
2025-10-17,300502.SZ,新易盛
2025-10-20,300759.SZ,康龙化成
2025-10-20,600489.SH,中金黄金
2025-10-20,688041.SH,海光信息
2025-10-20,000999.SZ,华润三九
2025-10-20,000977.SZ,浪潮信息
2025-10-21,002050.SZ,三花智控
2025-10-21,600585.SH,海螺水泥
2025-10-21,301236.SZ,软通动力
2025-10-21,600377.SH,宁沪高速
2025-10-21,688271.SH,联影医疗
2025-10-22,002460.SZ,赣锋锂业
2025-10-22,300394.SZ,天孚通信
2025-10-22,603260.SH,合盛硅业
2025-10-22,002311.SZ,海大集团
2025-10-22,601398.SH,工商银行
2025-10-23,601398.SH,工商银行
2025-10-23,300394.SZ,天孚通信
2025-10-23,601288.SH,农业银行
2025-10-23,603195.SH,公牛集团
2025-10-23,002311.SZ,海大集团
2025-10-24,601881.SH,中国银河
2025-10-24,600188.SH,兖矿能源
2025-10-24,601186.SH,中国铁建
2025-10-24,601288.SH,农业银行
2025-10-24,601398.SH,工商银行
2025-10-27,688271.SH,联影医疗
2025-10-27,000983.SZ,山西焦煤
2025-10-27,002028.SZ,思源电气
2025-10-27,601186.SH,中国铁建
2025-10-27,002142.SZ,宁波银行
2025-10-28,601919.SH,中远海控
2025-10-28,688396.SH,华润微
2025-10-28,600010.SH,包钢股份
2025-10-28,002028.SZ,思源电气
2025-10-28,000807.SZ,云铝股份
2025-10-29,601872.SH,招商轮船
2025-10-29,601456.SH,国联民生
2025-10-29,300308.SZ,中际旭创
2025-10-29,300059.SZ,东方财富
2025-10-29,000807.SZ,云铝股份
2025-10-30,601988.SH,中国银行
2025-10-30,000983.SZ,山西焦煤
2025-10-30,600918.SH,中泰证券
2025-10-30,002241.SZ,歌尔股份
2025-10-30,601012.SH,隆基绿能
2025-10-31,600926.SH,杭州银行
2025-10-31,688036.SH,传音控股
2025-10-31,600918.SH,中泰证券
2025-10-31,002236.SZ,大华股份
2025-10-31,000983.SZ,山西焦煤
2025-11-03,600926.SH,杭州银行
2025-11-03,001965.SZ,招商公路
2025-11-03,300014.SZ,亿纬锂能
2025-11-03,600061.SH,国投资本
2025-11-03,600918.SH,中泰证券
2025-11-04,601318.SH,中国平安
2025-11-04,002709.SZ,天赐材料
2025-11-04,601618.SH,中国中冶
2025-11-04,601808.SH,中海油服
2025-11-04,601138.SH,工业富联
2025-11-05,688009.SH,中国通号
2025-11-05,601808.SH,中海油服
2025-11-05,600183.SH,生益科技
2025-11-05,603799.SH,华友钴业
2025-11-05,000983.SZ,山西焦煤
2025-11-06,600036.SH,招商银行
2025-11-06,002463.SZ,沪电股份
2025-11-06,601669.SH,中国电建
2025-11-06,600406.SH,国电南瑞
2025-11-06,688009.SH,中国通号
2025-11-07,600036.SH,招商银行
2025-11-07,300803.SZ,指南针
2025-11-07,688041.SH,海光信息
2025-11-07,600362.SH,江西铜业
2025-11-07,601669.SH,中国电建
2025-11-10,601808.SH,中海油服
2025-11-10,600036.SH,招商银行
2025-11-10,600115.SH,中国东航
2025-11-10,001979.SZ,招商蛇口
2025-11-10,601229.SH,上海银行
2025-11-11,601808.SH,中海油服
2025-11-11,603369.SH,今世缘
2025-11-11,300124.SZ,汇川技术
2025-11-11,600660.SH,福耀玻璃
2025-11-11,002594.SZ,比亚迪
2025-11-12,002459.SZ,晶澳科技
2025-11-12,002422.SZ,科伦药业
2025-11-12,000786.SZ,北新建材
2025-11-12,002230.SZ,科大讯飞
2025-11-12,600183.SH,生益科技
2025-11-13,002459.SZ,晶澳科技
2025-11-13,601336.SH,新华保险
2025-11-13,002422.SZ,科伦药业
2025-11-13,002594.SZ,比亚迪
2025-11-13,601066.SH,中信建投
2025-11-14,002459.SZ,晶澳科技
2025-11-14,601336.SH,新华保险
2025-11-14,600803.SH,新奥股份
2025-11-14,300124.SZ,汇川技术
2025-11-14,603986.SH,兆易创新
2025-11-17,601166.SH,兴业银行
2025-11-17,002600.SZ,领益智造
2025-11-17,002459.SZ,晶澳科技
2025-11-17,688169.SH,石头科技
2025-11-17,300124.SZ,汇川技术
2025-11-18,601166.SH,兴业银行
2025-11-18,002600.SZ,领益智造
2025-11-18,601012.SH,隆基绿能
2025-11-18,002028.SZ,思源电气
2025-11-18,688169.SH,石头科技
2025-11-19,601288.SH,农业银行
2025-11-19,600941.SH,中国移动
2025-11-19,688169.SH,石头科技
2025-11-19,300394.SZ,天孚通信
2025-11-19,601898.SH,中煤能源
2025-11-20,601288.SH,农业银行
2025-11-20,600941.SH,中国移动
2025-11-20,600000.SH,浦发银行
2025-11-20,688169.SH,石头科技
2025-11-20,601058.SH,赛轮轮胎
2025-11-21,002252.SZ,上海莱士
2025-11-21,002920.SZ,德赛西威
2025-11-21,300760.SZ,迈瑞医疗
2025-11-21,688169.SH,石头科技
2025-11-21,300033.SZ,同花顺
2025-11-24,300760.SZ,迈瑞医疗
2025-11-24,300033.SZ,同花顺
2025-11-24,600048.SH,保利发展
2025-11-24,000792.SZ,盐湖股份
2025-11-24,600016.SH,民生银行
2025-11-25,300760.SZ,迈瑞医疗
2025-11-25,603893.SH,瑞芯微
2025-11-25,002371.SZ,北方华创
2025-11-25,600048.SH,保利发展
2025-11-25,300033.SZ,同花顺
2025-11-26,000807.SZ,云铝股份
2025-11-26,002371.SZ,北方华创
2025-11-26,688012.SH,中微公司
2025-11-26,600048.SH,保利发展
2025-11-26,300033.SZ,同花顺
2025-11-27,000876.SZ,新希望
2025-11-27,688012.SH,中微公司
2025-11-27,601857.SH,中国石油
2025-11-27,000807.SZ,云铝股份
2025-11-27,600048.SH,保利发展
2025-11-28,300308.SZ,中际旭创
2025-11-28,601600.SH,中国铝业
2025-11-28,600905.SH,三峡能源
2025-11-28,003816.SZ,中国广核
2025-11-28,000876.SZ,新希望
2025-12-01,300308.SZ,中际旭创
2025-12-01,003816.SZ,中国广核
2025-12-01,600016.SH,民生银行
2025-12-01,600160.SH,巨化股份
2025-12-01,601688.SH,华泰证券
2025-12-02,600016.SH,民生银行
2025-12-02,688008.SH,澜起科技
2025-12-02,600160.SH,巨化股份
2025-12-02,688396.SH,华润微
2025-12-02,601901.SH,方正证券
2025-12-03,601901.SH,方正证券
2025-12-03,600104.SH,上汽集团
2025-12-03,601211.SH,国泰海通
2025-12-03,002241.SZ,歌尔股份
2025-12-03,601766.SH,中国中车
2025-12-04,600584.SH,长电科技
2025-12-04,002241.SZ,歌尔股份
2025-12-04,600039.SH,四川路桥
2025-12-04,002493.SZ,荣盛石化
2025-12-04,601319.SH,中国人保
2025-12-05,000977.SZ,浪潮信息
2025-12-05,600027.SH,华电国际
2025-12-05,600893.SH,航发动力
2025-12-05,600918.SH,中泰证券
2025-12-05,600160.SH,巨化股份
2025-12-08,600918.SH,中泰证券
2025-12-08,600893.SH,航发动力
2025-12-08,600027.SH,华电国际
2025-12-08,600015.SH,华夏银行
2025-12-08,601877.SH,正泰电器
2025-12-09,600918.SH,中泰证券
2025-12-09,600893.SH,航发动力
2025-12-09,600015.SH,华夏银行
2025-12-09,601633.SH,长城汽车
2025-12-09,600875.SH,东方电气
2025-12-10,600918.SH,中泰证券
2025-12-10,600309.SH,万华化学
2025-12-10,600893.SH,航发动力
2025-12-10,601186.SH,中国铁建
2025-12-10,002371.SZ,北方华创
2025-12-11,600585.SH,海螺水泥
2025-12-11,601658.SH,邮储银行
2025-12-11,605499.SH,东鹏饮料
2025-12-11,002463.SZ,沪电股份
2025-12-11,600219.SH,南山铝业
2025-12-12,601006.SH,大秦铁路
2025-12-12,601377.SH,兴业证券
2025-12-12,605499.SH,东鹏饮料
2025-12-12,600219.SH,南山铝业
2025-12-12,600588.SH,用友网络
2025-12-15,600547.SH,山东黄金
2025-12-15,600522.SH,中天科技
2025-12-15,600426.SH,华鲁恒升
2025-12-15,601988.SH,中国银行
2025-12-15,601336.SH,新华保险
2025-12-16,600547.SH,山东黄金
2025-12-16,600522.SH,中天科技
2025-12-16,600588.SH,用友网络
2025-12-16,300413.SZ,芒果超媒
2025-12-16,600958.SH,东方证券
2025-12-17,600547.SH,山东黄金
2025-12-17,601319.SH,中国人保
2025-12-17,600958.SH,东方证券
2025-12-17,601058.SH,赛轮轮胎
2025-12-17,300413.SZ,芒果超媒
2025-12-18,600958.SH,东方证券
2025-12-18,601077.SH,渝农商行
2025-12-18,300413.SZ,芒果超媒
2025-12-18,000786.SZ,北新建材
2025-12-18,600522.SH,中天科技
2025-12-19,002384.SZ,东山精密
2025-12-19,000786.SZ,北新建材
2025-12-19,600999.SH,招商证券
2025-12-19,300274.SZ,阳光电源
2025-12-19,601077.SH,渝农商行
2025-12-22,601998.SH,中信银行
2025-12-22,002594.SZ,比亚迪
2025-12-22,600999.SH,招商证券
2025-12-22,601600.SH,中国铝业
2025-12-22,300759.SZ,康龙化成
2025-12-23,002230.SZ,科大讯飞
2025-12-23,601169.SH,北京银行
2025-12-23,000999.SZ,华润三九
2025-12-23,300759.SZ,康龙化成
2025-12-23,600999.SH,招商证券
2025-12-24,300308.SZ,中际旭创
2025-12-24,688009.SH,中国通号
2025-12-24,601169.SH,北京银行
2025-12-24,601877.SH,正泰电器
2025-12-24,601009.SH,南京银行
2025-12-25,601138.SH,工业富联
2025-12-25,601169.SH,北京银行
2025-12-25,600048.SH,保利发展
2025-12-25,603260.SH,合盛硅业
2025-12-25,300122.SZ,智飞生物
2025-12-26,000999.SZ,华润三九
2025-12-26,002600.SZ,领益智造
2025-12-26,300122.SZ,智飞生物
2025-12-26,002493.SZ,荣盛石化
2025-12-26,600406.SH,国电南瑞
2025-12-29,600741.SH,华域汽车
2025-12-29,688111.SH,金山办公
2025-12-29,002493.SZ,荣盛石化
2025-12-29,000999.SZ,华润三九
2025-12-29,300122.SZ,智飞生物
2025-12-30,600741.SH,华域汽车
2025-12-30,601838.SH,成都银行
2025-12-30,600111.SH,北方稀土
2025-12-30,601899.SH,紫金矿业
2025-12-30,600026.SH,中远海能
2025-12-31,601377.SH,兴业证券
2025-12-31,600111.SH,北方稀土
2025-12-31,601939.SH,建设银行
2025-12-31,600741.SH,华域汽车
2025-12-31,603195.SH,公牛集团
2026-01-05,600887.SH,伊利股份
2026-01-05,600104.SH,上汽集团
2026-01-05,601211.SH,国泰海通
2026-01-05,601377.SH,兴业证券
2026-01-05,601238.SH,广汽集团
2026-01-06,600887.SH,伊利股份
2026-01-06,600115.SH,中国东航
2026-01-06,600930.SH,华电新能
2026-01-06,600111.SH,北方稀土
2026-01-06,601939.SH,建设银行
2026-01-07,601058.SH,赛轮轮胎
2026-01-07,600887.SH,伊利股份
2026-01-07,601898.SH,中煤能源
2026-01-07,300418.SZ,昆仑万维
2026-01-07,600115.SH,中国东航
2026-01-08,601058.SH,赛轮轮胎
2026-01-08,002466.SZ,天齐锂业
2026-01-08,002371.SZ,北方华创
2026-01-08,600438.SH,通威股份
2026-01-08,600085.SH,同仁堂
2026-01-09,601058.SH,赛轮轮胎
2026-01-09,002466.SZ,天齐锂业
2026-01-09,300442.SZ,润泽科技
2026-01-09,002352.SZ,顺丰控股
2026-01-09,600104.SH,上汽集团
2026-01-12,600918.SH,中泰证券
2026-01-12,601898.SH,中煤能源
2026-01-12,002049.SZ,紫光国微
2026-01-12,600196.SH,复星医药
2026-01-12,600161.SH,天坛生物
2026-01-13,600918.SH,中泰证券
2026-01-13,002352.SZ,顺丰控股
2026-01-13,601336.SH,新华保险
2026-01-13,300347.SZ,泰格医药
2026-01-13,600183.SH,生益科技
2026-01-14,600183.SH,生益科技
2026-01-14,002252.SZ,上海莱士
2026-01-14,301269.SZ,华大九天
2026-01-14,601456.SH,国联民生
2026-01-14,601857.SH,中国石油
2026-01-15,600183.SH,生益科技
2026-01-15,601186.SH,中国铁建
2026-01-15,600809.SH,山西汾酒
2026-01-15,002252.SZ,上海莱士
2026-01-15,600039.SH,四川路桥
2026-01-16,600809.SH,山西汾酒
2026-01-16,600039.SH,四川路桥
2026-01-16,601236.SH,红塔证券
2026-01-16,600031.SH,三一重工
2026-01-16,688506.SH,百利天恒
2026-01-19,600809.SH,山西汾酒
2026-01-19,601998.SH,中信银行
2026-01-19,600031.SH,三一重工
2026-01-19,601236.SH,红塔证券
2026-01-19,000876.SZ,新希望
2026-01-20,601238.SH,广汽集团
2026-01-20,300316.SZ,晶盛机电
2026-01-20,002459.SZ,晶澳科技
2026-01-20,600926.SH,杭州银行
2026-01-20,603893.SH,瑞芯微
2026-01-21,002236.SZ,大华股份
2026-01-21,300316.SZ,晶盛机电
2026-01-21,002709.SZ,天赐材料
2026-01-21,601236.SH,红塔证券
2026-01-21,600958.SH,东方证券
2026-01-22,601236.SH,红塔证券
2026-01-22,601006.SH,大秦铁路
2026-01-22,300033.SZ,同花顺
2026-01-22,601601.SH,中国太保
2026-01-22,600028.SH,中国石化
2026-01-23,600660.SH,福耀玻璃
2026-01-23,300418.SZ,昆仑万维
2026-01-23,002252.SZ,上海莱士
2026-01-23,601006.SH,大秦铁路
2026-01-23,002916.SZ,深南电路
2026-01-26,600027.SH,华电国际
2026-01-26,605499.SH,东鹏饮料
2026-01-26,601668.SH,中国建筑
2026-01-26,601229.SH,上海银行
2026-01-26,300433.SZ,蓝思科技
2026-01-27,600027.SH,华电国际
2026-01-27,600362.SH,江西铜业
2026-01-27,601668.SH,中国建筑
2026-01-27,605499.SH,东鹏饮料
2026-01-27,601229.SH,上海银行
2026-01-28,601238.SH,广汽集团
2026-01-28,601169.SH,北京银行
2026-01-28,002230.SZ,科大讯飞
2026-01-28,688271.SH,联影医疗
2026-01-28,600085.SH,同仁堂
2026-01-29,002230.SZ,科大讯飞
2026-01-29,002422.SZ,科伦药业
2026-01-29,601360.SH,三六零
2026-01-29,600161.SH,天坛生物
2026-01-29,601808.SH,中海油服
2026-01-30,603195.SH,公牛集团
2026-01-30,002463.SZ,沪电股份
2026-01-30,600585.SH,海螺水泥
2026-01-30,600276.SH,恒瑞医药
2026-01-30,600115.SH,中国东航
2026-02-02,600585.SH,海螺水泥
2026-02-02,002371.SZ,北方华创
2026-02-02,603195.SH,公牛集团
2026-02-02,601868.SH,中国能建
2026-02-02,600886.SH,国投电力
2026-02-03,600886.SH,国投电力
2026-02-03,002371.SZ,北方华创
2026-02-03,600585.SH,海螺水泥
2026-02-03,300124.SZ,汇川技术
2026-02-03,000786.SZ,北新建材
2026-02-04,002352.SZ,顺丰控股
2026-02-04,300413.SZ,芒果超媒
2026-02-04,000786.SZ,北新建材
2026-02-04,601728.SH,中国电信
2026-02-04,600027.SH,华电国际
2026-02-05,300803.SZ,指南针
2026-02-05,601186.SH,中国铁建
2026-02-05,601728.SH,中国电信
2026-02-05,600999.SH,招商证券
2026-02-05,600018.SH,上港集团
2026-02-06,601995.SH,中金公司
2026-02-06,600999.SH,招商证券
2026-02-06,600161.SH,天坛生物
2026-02-06,688012.SH,中微公司
2026-02-06,300394.SZ,天孚通信
2026-02-09,600999.SH,招商证券
2026-02-09,600377.SH,宁沪高速
2026-02-09,600039.SH,四川路桥
2026-02-09,688012.SH,中微公司
2026-02-09,601808.SH,中海油服
2026-02-10,600039.SH,四川路桥
2026-02-10,600377.SH,宁沪高速
2026-02-10,600999.SH,招商证券
2026-02-10,003816.SZ,中国广核
2026-02-10,600905.SH,三峡能源
2026-02-11,600690.SH,海尔智家
2026-02-11,601238.SH,广汽集团
2026-02-11,600039.SH,四川路桥
2026-02-11,600377.SH,宁沪高速
2026-02-11,002714.SZ,牧原股份
2026-02-12,002736.SZ,国信证券
2026-02-12,600893.SH,航发动力
2026-02-12,000975.SZ,山金国际
2026-02-12,002230.SZ,科大讯飞
2026-02-12,600690.SH,海尔智家
2026-02-13,002422.SZ,科伦药业
2026-02-13,688036.SH,传音控股
2026-02-13,601872.SH,招商轮船
2026-02-13,000938.SZ,紫光股份
2026-02-13,000975.SZ,山金国际
2026-02-24,688036.SH,传音控股
2026-02-24,600111.SH,北方稀土
2026-02-24,300628.SZ,亿联网络
2026-02-24,002422.SZ,科伦药业
2026-02-24,601006.SH,大秦铁路
2026-02-25,002241.SZ,歌尔股份
2026-02-25,601211.SH,国泰海通
2026-02-25,002625.SZ,光启技术
2026-02-25,601618.SH,中国中冶
2026-02-25,600111.SH,北方稀土
2026-02-26,600438.SH,通威股份
2026-02-26,600887.SH,伊利股份
2026-02-26,600150.SH,中国船舶
2026-02-26,002594.SZ,比亚迪
2026-02-26,002142.SZ,宁波银行
